length,references,links,citations_template,citations_non_template,categories,-1obox,images,l2_headings,l3plus_headings,languages,flesch,flesch_kincaid,smog,coleman_liau,ari,dale_chall,linsear_write,gunning_fog,spache
60033,98,187,17,81,5,0,0,10,22,0,39.88,15.12,17.12,11.68,16.92,11.33,20.72,17.85,9.41
14081,32,83,13,19,4,1,2,7,1,6,56.85,10.49,13.35,9.43,10.7,10.98,13.98,13.04,7.81
4644,0,49,0,0,13,0,0,0,0,1,61.61,9.01,-1,9.42,9.18,12.88,11.85,10.38,8.55
32240,65,142,1,64,5,0,1,2,0,0,44.63,11.12,14.12,12.43,11.13,10.9,12.33,13.66,7.33
24830,3,220,1,2,9,0,5,7,3,33,47.04,12.04,14.27,9.69,11.25,11.28,15.42,13.1,8.17
90010,142,535,88,54,2,0,1,0,0,2,37.81,14.53,14.55,10.77,14.43,12.8,19.18,16.08,9.37
2812,2,9,0,2,1,1,0,3,1,1,50.91,11.33,-1,10.53,11.61,11.9,15.03,14.1,8.26
33982,128,101,5,123,3,1,0,9,0,2,45.81,13.91,21.79,11.57,16.05,15.03,19.01,15.41,11.02
16451,43,70,24,19,3,1,5,8,0,0,57.87,10.38,13.82,10.01,11.22,10.78,13.84,12.71,8.14
23195,0,130,0,0,5,0,2,8,0,3,67.68,9.0,11.79,6.88,8.69,9.43,12.77,11.18,7.1
6009,9,25,2,7,3,1,0,6,0,0,38.35,17.53,-1,8.69,18.96,14.53,26.34,18.44,12.35
42944,145,253,72,73,12,1,4,8,9,0,53.41,11.27,13.08,9.32,11.18,12.11,14.83,12.78,8.83
2662,3,16,2,1,1,1,0,4,0,0,44.48,10.77,-1,10.66,9.08,12.27,10.97,11.52,7.61
1972,1,23,0,1,6,1,0,0,0,0,57.43,13.21,-1,5.11,12.73,15.79,20.3,15.99,12.24
25465,7,162,1,6,12,1,1,10,2,3,48.1,16.97,13.77,2.93,15.97,15.76,24.28,19.08,13.26
5836,15,25,8,7,6,0,0,5,0,0,50.29,11.27,-1,9.59,10.57,10.7,13.83,13.14,7.91
1320,0,13,0,0,0,1,0,1,0,0,48.06,14.96,-1,7.67,15.67,16.25,22.38,18.07,12.15
9566,2,71,7,-5,3,1,0,5,6,0,56.99,10.53,13.77,9.82,11.12,12.02,14.72,13.3,8.47
3016,0,24,1,-1,2,1,0,2,0,0,58.75,11.22,-1,8.48,11.84,12.26,15.97,13.81,9.12
4751,0,28,0,0,2,0,0,0,0,0,84.29,6.01,9.39,1.08,2.8,18.22,10.57,9.02,11.19
6795,9,34,7,2,6,0,0,2,0,3,45.85,14.36,-1,11.25,16.7,11.6,20.82,17.39,9.68
17014,24,68,13,11,2,1,2,6,2,1,55.7,11.73,15.51,9.12,12.52,10.55,16.24,14.01,8.13
4542,2,23,0,2,6,0,0,4,0,0,53.34,12.78,-1,8.16,13.17,12.66,18.4,16.0,9.21
25863,65,119,21,44,5,0,5,9,3,9,43.79,15.8,15.95,9.83,17.9,11.21,23.21,18.49,9.94
47011,119,342,68,51,2,0,9,13,2,1,58.9,10.31,13.02,8.84,10.42,12.34,13.99,12.78,8.6
918,2,5,2,0,1,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
26067,0,175,0,0,3,1,3,1,1,13,60.2,10.0,12.75,8.7,10.08,10.21,13.24,12.02,7.59
804,1,14,0,1,1,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1427,0,20,0,0,2,1,0,2,0,2,60.8,9.7,-1,6.39,7.81,12.22,13.06,11.4,8.07
6594,26,37,5,21,11,1,0,6,0,0,54.82,10.64,-1,9.86,10.79,12.12,13.86,13.31,8.65
8239,0,49,0,0,5,1,0,3,0,1,50.84,16.26,-1,0.89,13.66,19.2,26.46,18.96,14.37
56019,117,279,93,24,2,1,0,7,9,0,45.34,18.36,18.42,4.93,19.62,14.71,28.2,21.72,12.86
28157,58,141,23,35,4,2,0,9,9,0,60.31,9.08,15.43,8.41,8.17,14.09,11.66,10.45,8.8
6148,16,48,13,3,9,1,0,3,0,0,51.16,12.74,-1,8.61,12.86,14.2,18.81,16.98,10.45
64388,197,271,1,196,21,1,0,12,5,46,59.15,9.42,12.69,9.38,9.27,9.98,11.75,11.69,6.92
15761,15,148,5,10,25,1,0,9,0,0,61.3,9.57,13.19,7.43,8.53,11.03,12.76,11.9,7.69
4582,0,18,0,0,0,0,0,1,0,1,46.25,13.09,-1,10.38,13.61,10.06,17.58,15.98,7.91
821,0,10,0,0,5,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1203,0,16,0,0,1,1,0,1,0,1,14.65,19.48,-1,11.5,18.46,18.87,27.0,22.71,13.17
65656,101,207,72,29,6,1,0,8,0,0,38.42,14.33,15.77,10.77,14.21,13.34,18.27,13.39,9.76
758,1,11,0,1,2,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
24876,44,164,25,19,4,0,0,7,4,62,35.09,16.5,16.81,10.74,17.59,13.32,23.62,20.18,10.36
12395,26,48,7,19,2,1,0,8,1,0,37.09,15.84,18.14,10.81,16.88,13.13,22.41,17.74,9.89
11837,7,99,4,3,7,0,4,7,3,1,53.52,11.63,13.92,9.08,11.71,10.49,16.08,15.22,7.92
6440,2,23,0,2,4,0,0,7,0,0,62.33,8.98,13.24,10.8,10.42,11.25,12.28,11.46,7.5
17251,4,142,0,4,9,1,0,6,4,15,48.32,12.63,15.77,9.28,12.4,11.48,17.21,15.77,8.71
2478,3,16,2,1,5,1,0,2,0,0,54.01,11.93,-1,7.74,11.34,15.34,17.29,15.24,10.36
44835,81,223,47,34,4,0,1,7,0,0,42.65,14.68,12.75,10.82,16.11,12.33,20.49,17.81,9.47
41402,51,103,0,51,9,2,7,4,8,12,53.51,10.73,13.71,10.04,10.77,11.24,13.59,13.07,7.91
5160,3,52,3,0,11,1,0,2,0,0,24.95,21.2,-1,9.69,23.43,17.48,31.5,22.03,14.38
89511,195,243,78,117,2,16,0,5,3,0,49.36,12.09,15.9,9.92,12.14,13.76,16.69,13.97,9.9
747,1,11,0,1,2,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
46951,0,219,23,-23,16,1,0,10,7,0,46.45,12.62,17.2,10.99,13.23,11.42,16.27,14.94,8.58
2913,0,31,0,0,4,1,0,2,0,0,39.09,18.35,-1,7.53,19.89,16.97,28.3,19.31,13.38
29969,0,143,21,-21,19,1,0,12,0,0,43.09,14.84,17.84,10.88,16.6,12.62,20.79,17.57,9.92
26597,35,296,9,26,1,1,1,3,28,0,54.9,10.14,12.57,8.87,9.1,10.69,12.13,12.37,7.62
27232,0,123,19,-19,12,1,0,7,3,0,26.65,19.61,21.61,11.98,22.5,13.74,28.7,21.3,11.74
12481,22,47,16,6,5,1,0,3,5,0,28.86,21.74,-1,9.0,25.12,15.43,35.12,24.67,14.38
11599,23,81,5,18,2,1,1,6,0,3,61.86,9.15,12.91,8.1,8.43,10.5,11.8,11.1,7.31
21522,53,68,1,52,3,1,0,0,0,0,19.71,18.49,17.88,16.0,21.49,13.56,25.39,17.73,10.56
28139,107,85,2,105,10,1,0,8,1,0,42.64,14.86,15.02,10.68,16.35,11.85,20.57,16.68,9.47
20425,54,86,22,32,8,1,3,0,0,0,24.75,18.23,18.49,14.22,20.96,12.72,24.75,18.35,10.81
21726,0,118,0,0,6,0,8,2,0,2,47.47,11.64,12.63,11.58,12.12,10.78,14.31,14.08,7.55
459,0,3,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
15545,4,50,2,2,4,1,1,6,3,0,66.86,8.72,12.34,8.71,9.41,10.51,12.09,11.02,7.59
28216,57,207,0,57,11,1,4,0,0,0,58.41,10.45,12.69,8.77,10.5,12.04,14.21,12.34,8.47
29588,26,102,4,22,4,0,0,0,0,0,61.81,11.51,13.66,3.46,9.24,13.26,17.37,15.0,9.06
12669,4,104,6,-2,4,1,1,10,10,0,51.37,10.3,13.87,10.71,9.96,11.8,12.39,12.55,7.76
96097,237,457,115,122,30,1,1,3,7,0,46.69,14.35,18.1,9.07,15.18,13.89,20.41,15.91,10.79
1798,1,10,1,0,3,4,1,1,0,0,31.16,22.8,-1,7.04,26.39,15.4,35.88,26.39,14.44
14883,19,139,0,19,10,1,1,3,5,2,55.44,10.39,14.46,8.94,9.75,11.85,13.76,12.17,8.35
10019,23,35,16,7,8,0,0,5,0,0,69.13,8.67,12.52,7.02,8.56,10.57,12.78,11.39,7.66
11236,34,76,9,25,9,1,0,5,2,0,54.52,10.77,13.13,9.98,11.05,11.51,13.72,12.62,8.17
21971,56,49,33,23,10,1,0,0,0,0,45.75,12.25,15.2,10.64,12.06,11.23,15.82,14.31,8.4
10677,15,73,8,7,8,1,0,6,0,0,42.66,16.81,-1,9.84,19.63,13.74,24.83,19.0,11.6
24947,41,236,18,23,5,1,4,7,2,0,54.67,10.77,13.45,10.03,11.14,10.95,13.92,13.09,8.23
31733,55,126,15,40,3,4,0,5,9,7,55.29,12.27,14.36,9.04,13.41,11.48,17.82,15.46,8.84
12621,17,98,12,5,3,1,0,9,0,0,45.38,18.71,12.57,2.83,18.67,18.1,27.41,20.73,14.95
2131,0,62,0,0,1,0,0,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
43033,102,173,15,87,6,1,8,10,12,5,41.39,14.92,17.2,10.89,16.3,11.68,20.92,17.78,9.25
5506,1,42,0,1,5,1,0,0,0,0,56.54,11.0,13.4,8.33,10.71,10.22,14.84,13.23,7.9
22893,17,182,12,5,13,1,0,6,9,3,36.67,15.06,18.06,12.29,16.38,12.42,19.67,16.39,9.58
13038,0,53,0,0,4,0,1,2,0,0,68.41,7.97,10.65,8.31,8.12,9.98,10.57,10.12,6.81
4072,12,3,9,3,2,0,0,0,0,0,42.06,11.85,-1,16.92,15.4,11.12,12.59,10.75,7.7
54532,107,231,59,48,3,0,7,0,0,6,46.96,13.07,12.91,10.54,13.9,10.8,17.71,15.11,8.46
3440,7,21,6,1,4,1,0,2,0,0,38.71,18.01,-1,10.18,21.22,15.34,27.14,21.32,12.53
10174,16,76,1,15,5,1,0,6,6,1,53.59,11.4,13.97,8.92,11.15,10.3,15.0,13.52,7.83
55652,183,589,63,120,4,0,1,5,8,0,67.82,8.29,13.56,7.66,8.03,11.29,11.69,11.51,8.07
36116,50,206,39,11,4,1,3,9,2,5,58.71,10.3,12.57,9.52,10.9,12.3,13.96,13.09,8.41
51835,35,399,11,24,2,0,0,9,12,72,37.71,14.2,17.69,11.79,14.59,11.01,18.55,17.22,8.68
15085,1,169,0,1,15,1,0,9,0,2,57.55,11.73,14.22,7.22,11.51,12.02,17.26,14.92,9.08
11202,9,29,0,9,1,0,1,4,8,8,55.02,11.03,13.66,9.99,11.69,8.93,14.3,13.37,6.94
65224,98,445,12,86,30,2,2,9,27,0,50.77,14.44,16.61,7.66,15.38,13.9,21.25,16.19,11.42
5398,4,51,0,4,3,1,2,3,0,8,53.12,11.05,-1,8.88,10.32,13.91,13.53,12.29,9.62
3566,3,17,0,3,1,1,0,5,0,0,14.76,21.24,-1,13.56,23.71,15.35,30.28,20.22,12.99
20953,5,229,3,2,9,1,3,6,8,0,68.51,7.36,11.86,6.64,5.76,10.75,8.56,9.32,7.06
9070,5,82,3,2,4,0,1,7,0,13,40.25,13.51,14.84,11.5,13.71,12.09,17.54,16.24,8.79
11772,11,94,11,0,15,1,0,4,5,0,52.59,14.17,14.98,3.55,12.06,17.28,21.11,15.21,12.48
13120,40,91,9,31,7,1,3,7,2,0,47.88,11.94,16.24,10.76,12.13,12.25,15.55,14.04,8.44
4600,4,41,1,3,9,1,0,4,0,0,33.94,16.51,-1,10.48,17.08,13.65,24.18,17.58,10.94
2975,6,28,0,6,7,0,0,2,0,0,70.6,9.0,-1,5.49,8.35,13.66,14.29,11.32,9.49
54341,87,289,49,38,7,1,18,11,13,0,42.44,12.23,16.24,11.4,11.76,12.47,14.43,14.17,8.44
32357,80,88,24,56,3,0,0,0,0,0,41.33,13.59,15.38,11.52,14.16,12.93,17.96,17.43,9.19
51042,79,278,1,78,19,1,13,8,5,27,53.89,9.92,13.02,10.28,9.57,11.06,11.95,11.18,7.49
74814,399,526,23,376,17,1,0,7,11,4,36.8,17.55,19.91,9.83,19.47,13.06,25.74,20.18,10.97
41372,61,273,7,54,2,1,12,12,10,3,54.01,11.16,15.65,9.81,11.51,10.77,14.51,13.59,7.87
36998,76,177,15,61,7,0,0,6,3,16,52.24,12.29,15.69,9.65,13.09,10.72,17.09,14.62,8.28
295,0,2,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
49252,74,151,23,51,7,1,3,4,0,0,53.13,10.71,14.07,11.28,11.62,11.17,13.56,12.43,7.97
30425,63,162,27,36,3,0,1,8,5,0,44.68,13.51,13.66,10.41,14.04,12.47,18.54,16.51,9.14
2278,3,20,1,2,2,0,0,3,0,0,81.74,4.59,-1,1.54,0.26,9.97,5.82,6.49,6.55
2797,3,25,0,3,7,0,0,3,0,0,68.36,6.86,-1,8.44,6.37,12.99,7.78,8.3,8.09
30957,33,201,16,17,7,0,9,0,0,35,45.5,13.28,15.65,9.87,13.37,11.63,18.06,15.26,8.8
814,0,19,0,0,1,1,0,1,0,8,-1,-1,-1,-1,-1,-1,-1,-1,-1
20884,35,109,12,23,2,1,0,11,2,0,48.71,11.67,17.24,11.41,12.38,13.12,14.92,13.3,9.08
38117,88,249,31,57,8,1,0,6,8,1,58.81,10.65,13.66,8.6,10.86,10.4,14.09,12.44,7.89
33376,117,242,0,117,12,1,0,3,1,0,58.48,10.64,14.6,8.47,10.64,10.9,14.66,13.39,8.15
16466,21,185,20,1,28,1,1,6,0,16,58.97,10.58,13.56,7.14,9.59,12.18,14.49,13.11,8.56
11418,10,49,5,5,3,1,1,4,2,0,32.45,19.02,17.54,9.85,21.24,12.61,28.21,22.4,11.08
83781,200,336,2,198,23,0,6,8,20,69,44.72,11.93,15.73,12.09,12.35,11.55,14.6,13.53,7.96
681,0,9,0,0,5,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
98400,236,517,19,217,10,0,10,6,19,1,45.2,12.0,14.07,11.05,11.78,11.97,14.45,13.14,8.45
8708,7,51,0,7,6,0,0,6,0,0,51.27,11.27,12.8,11.54,12.39,9.99,13.82,12.99,7.41
825,0,10,0,0,6,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
13518,16,96,15,1,9,1,0,8,3,0,82.68,4.76,10.86,2.82,1.72,15.63,6.49,6.88,9.36
3239,8,16,2,6,3,1,0,2,0,2,57.27,10.32,-1,7.32,8.8,14.86,13.71,13.14,9.8
10566,0,182,0,0,3,0,0,3,9,1,3.74,30.23,-1,8.85,35.32,16.35,51.14,32.32,16.77
11843,15,87,4,11,3,1,1,2,0,0,49.91,11.92,14.41,9.96,11.99,11.26,15.2,14.19,8.22
7808,0,64,0,0,14,0,0,1,0,2,30.48,15.08,16.49,12.86,15.2,12.11,18.58,18.37,8.92
13453,34,73,0,34,1,0,0,6,0,0,51.55,11.42,13.4,8.7,10.47,13.59,15.26,14.03,8.57
74311,146,121,50,96,4,0,0,11,4,6,34.33,13.71,15.25,14.89,15.22,12.92,16.49,17.17,8.69
24204,76,4,76,0,0,1,0,0,0,0,13.0,18.67,17.77,17.4,21.09,13.49,23.15,17.15,10.44
18154,41,154,37,4,12,1,0,4,3,0,34.76,19.74,15.2,10.65,24.01,15.41,29.02,22.22,13.66
17794,1,195,0,1,24,1,0,11,0,2,64.23,10.02,13.35,6.08,9.08,11.68,14.82,12.47,8.65
10461,0,118,0,0,16,1,0,2,2,5,54.67,12.17,13.45,8.23,12.38,10.37,17.18,14.79,8.07
5666,12,46,0,12,5,1,0,4,0,2,39.94,15.26,-1,10.29,16.08,11.99,21.5,17.6,9.75
66527,103,283,19,84,9,0,10,8,10,35,48.81,11.91,13.45,11.14,12.63,11.75,15.37,14.28,8.39
100122,185,474,152,33,7,1,0,6,18,0,44.51,12.38,16.07,11.23,12.45,11.87,16.09,13.18,8.55
7754,0,85,0,0,4,0,5,5,0,5,65.65,9.18,11.0,8.46,9.78,10.98,13.05,11.18,8.13
7207,0,43,0,0,0,0,1,4,0,3,51.14,11.38,13.4,9.73,11.11,12.54,14.17,12.4,8.88
61815,148,102,82,66,0,1,0,11,11,0,51.55,10.77,15.73,10.66,10.82,11.01,13.0,12.45,7.63
3408,0,45,3,-3,5,0,1,3,0,0,69.88,7.63,-1,5.36,5.53,10.03,10.81,10.51,6.95
17703,8,55,0,8,3,0,0,6,2,0,51.97,14.07,13.87,9.14,16.15,10.06,20.1,16.32,8.96
3405,0,5,0,0,1,0,0,6,0,0,55.16,8.85,11.28,15.81,12.49,9.15,7.88,10.17,6.07
4745,5,32,0,5,4,1,0,5,0,0,31.06,20.61,-1,10.84,24.89,15.7,31.5,22.13,13.42
8558,0,111,0,0,6,0,1,5,7,0,37.41,13.71,13.66,10.86,12.8,12.22,16.76,14.72,8.55
2956,0,25,0,0,5,0,1,1,0,3,44.5,12.93,-1,10.2,12.68,14.61,17.54,13.8,9.87
6050,3,70,0,3,13,0,1,3,0,13,50.99,11.74,-1,9.23,11.36,12.85,15.65,12.93,8.87
8749,0,45,1,-1,1,0,0,5,2,3,33.01,13.92,15.29,13.52,14.18,11.13,16.08,16.58,8.17
13367,27,88,11,16,6,0,1,3,0,0,61.59,10.7,13.19,8.26,11.42,10.75,15.43,13.05,8.47
55504,149,371,77,72,2,0,7,13,2,3,56.47,10.69,11.67,9.7,11.18,12.41,14.25,13.06,8.64
5924,7,37,7,0,4,1,0,0,0,0,12.54,20.46,-1,15.63,23.15,13.91,26.23,20.26,11.33
23019,54,132,30,24,16,0,0,0,0,0,38.85,15.89,16.53,11.97,18.39,11.95,21.96,18.0,9.89
660,0,14,0,0,5,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
74293,279,190,30,249,8,0,14,11,19,49,36.1,15.61,18.14,11.89,16.99,12.12,21.63,18.08,9.47
2172,0,26,0,0,4,1,0,1,0,2,66.89,8.22,-1,4.51,5.16,12.23,11.22,9.92,7.94
38324,86,142,0,86,5,1,0,6,4,8,50.0,12.55,17.01,10.45,13.64,10.94,16.97,14.72,8.38
1701,0,28,0,0,6,0,0,0,0,2,64.28,9.03,-1,6.93,7.91,13.56,12.44,9.21,9.05
14034,0,8,0,0,3,0,0,9,0,0,27.29,15.09,16.07,15.3,16.31,12.09,18.15,14.96,8.68
4757,0,28,0,0,8,0,0,3,0,0,51.29,11.32,14.79,11.09,12.13,10.47,15.1,12.59,7.97
12596,28,71,0,28,7,1,2,4,3,4,36.73,16.24,16.57,11.38,18.03,11.96,23.06,17.96,9.85
52,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
51387,100,173,51,49,9,1,0,1,3,8,47.28,12.49,15.02,11.23,13.41,11.29,16.49,15.67,8.38
1710,0,15,0,0,5,1,0,0,0,0,30.89,15.35,-1,11.36,14.63,14.77,19.08,18.44,10.34
4804,1,23,1,0,2,1,0,5,0,0,57.33,10.44,12.63,9.13,10.49,11.38,13.66,11.77,8.21
52535,54,227,28,26,7,1,6,13,18,0,35.21,14.88,20.14,11.36,14.89,12.74,19.35,15.55,9.43
1096,0,12,0,0,2,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
6978,0,139,0,0,6,1,1,7,0,5,51.7,13.05,-1,5.97,11.5,13.13,18.5,14.28,9.79
92530,148,548,113,35,3,0,23,12,21,76,48.13,13.34,12.4,10.06,14.35,13.04,18.51,16.37,9.57
39916,100,288,65,35,16,1,0,4,3,0,54.53,11.59,14.17,8.76,11.64,11.51,15.72,13.72,8.81
50792,140,149,47,93,8,1,0,6,5,5,46.22,14.54,14.51,9.48,15.75,12.0,20.3,16.96,9.9
9869,19,46,0,19,3,0,0,6,5,0,30.59,15.28,17.12,14.22,16.71,12.25,19.14,16.66,9.19
856,0,15,0,0,2,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
7453,12,44,7,5,7,1,0,4,0,0,62.07,9.48,11.73,8.98,9.81,11.88,12.64,11.24,8.35
6488,11,72,0,11,9,1,0,5,0,2,55.71,12.74,-1,7.53,13.24,13.03,19.48,14.67,10.02
3506,8,22,0,8,3,1,0,4,0,0,33.3,15.27,-1,13.07,16.51,12.78,19.46,17.31,9.7
17820,52,112,31,21,7,1,0,8,1,0,54.22,12.85,13.24,7.13,12.73,14.61,19.05,15.28,10.92
3087,0,21,0,0,5,1,0,3,0,3,38.16,13.77,-1,13.69,15.39,17.5,17.9,15.35,10.69
13029,23,70,16,7,3,0,1,6,0,0,55.8,11.55,14.65,8.69,11.85,11.93,16.52,15.06,8.7
1297,6,5,2,4,1,0,0,3,0,0,69.59,6.61,-1,9.04,6.72,9.33,6.9,7.62,6.27
7693,1,72,3,-2,4,0,0,7,2,1,37.05,13.93,17.12,12.45,14.41,13.47,18.25,13.39,9.57
22022,44,134,28,16,3,1,2,0,0,7,57.16,10.93,14.07,8.06,10.52,11.1,14.94,13.65,8.15
56628,69,227,18,51,8,0,0,8,7,15,46.25,10.63,13.66,11.84,10.21,11.27,11.59,12.33,7.52
46541,105,288,28,77,11,1,0,10,7,0,61.51,9.35,13.97,9.11,9.53,9.88,12.47,12.4,7.07
28761,57,165,31,26,7,0,4,7,4,16,43.5,13.23,15.77,11.42,13.97,12.81,17.34,15.48,9.06
18797,3,49,0,3,2,0,3,6,6,6,48.14,13.42,12.52,8.33,13.14,12.12,18.84,16.72,8.97
27226,26,255,19,7,3,0,0,3,5,0,69.24,9.31,14.6,4.26,7.6,14.37,14.41,11.85,9.93
13894,15,148,13,2,1,1,0,6,5,0,11.97,31.57,-1,0.64,33.93,20.54,45.14,34.26,20.43
54607,113,308,108,5,8,1,6,2,1,60,39.15,13.92,16.57,10.86,13.69,13.2,18.34,15.41,9.41
5666,6,29,6,0,5,1,0,2,0,0,46.26,13.29,-1,10.51,14.1,13.38,18.41,15.29,9.96
6874,0,105,0,0,3,0,1,0,0,2,49.53,11.98,14.36,8.4,10.76,11.63,15.89,14.38,8.35
19129,11,97,2,9,2,1,1,1,1,1,56.48,14.55,14.55,5.53,15.49,14.55,22.04,17.63,11.85
1233,0,15,0,0,1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
32073,37,157,0,37,7,0,10,9,5,0,58.38,10.87,14.12,8.4,11.0,11.65,15.26,13.65,8.56
14160,1,124,0,1,2,0,9,9,0,16,50.86,12.02,13.71,9.25,11.87,10.76,15.75,14.91,8.08
1904,0,39,0,0,4,0,0,1,0,0,74.93,8.1,-1,3.74,6.39,12.63,12.6,11.22,8.31
1579,0,12,0,0,1,0,0,1,0,0,49.42,10.95,-1,9.0,9.28,11.89,12.72,11.85,8.27
53778,110,188,21,89,10,1,0,9,7,0,61.89,8.51,13.45,9.92,8.77,11.03,10.33,10.73,7.46
145190,358,572,189,169,7,1,1,8,25,40,42.41,13.49,17.84,11.51,14.25,11.99,18.07,15.24,9.32
79679,17,255,31,-14,4,1,0,10,11,0,45.81,13.94,15.86,11.41,15.98,10.33,19.27,16.34,8.64
12171,3,74,0,3,2,0,1,10,4,1,41.71,15.3,16.77,8.98,15.62,13.39,21.37,16.62,10.48
12570,17,68,9,8,9,1,0,7,0,0,34.01,14.93,17.04,9.94,13.52,14.76,19.17,16.2,10.36
8231,0,75,0,0,4,0,1,6,0,9,64.96,11.19,13.71,5.4,11.02,13.66,17.68,14.59,10.16
23493,59,150,23,36,7,1,1,6,0,2,60.25,11.59,12.22,7.34,12.07,12.12,16.73,13.96,9.26
18079,0,69,5,-5,9,0,1,6,8,0,38.73,13.63,15.56,11.44,13.47,11.02,17.4,15.3,8.28
137208,411,685,242,169,24,1,0,13,13,28,46.46,15.24,14.6,7.86,15.93,13.83,22.4,17.76,11.14
1505,2,14,0,2,5,1,0,2,0,0,25.6,18.21,-1,11.7,19.14,16.45,23.12,17.38,12.37
4175,0,51,0,0,20,1,0,1,0,2,-49.34,55.59,-1,2.23,67.51,23.72,88.0,61.53,29.48
3277,2,26,2,0,1,1,0,6,0,0,43.65,12.57,-1,9.94,11.56,13.29,15.68,15.08,8.97
149511,425,966,21,404,4,1,32,9,34,53,46.45,13.36,18.53,9.96,13.86,11.62,18.11,16.39,8.98
5213,10,73,0,10,4,0,0,4,0,1,75.49,5.36,8.84,5.81,3.55,13.68,5.65,6.59,7.79
3655,3,19,2,1,2,0,0,3,0,0,44.75,12.98,-1,11.85,14.17,10.73,16.37,15.44,8.51
14747,28,81,12,16,2,1,1,5,2,0,48.74,12.91,14.41,9.64,13.35,11.43,17.59,15.57,8.87
84497,126,381,37,89,10,8,15,12,6,6,49.97,12.36,15.86,10.12,13.0,10.8,16.64,14.43,8.41
62874,137,286,17,120,7,1,0,11,7,15,54.56,11.56,12.75,8.51,11.39,11.41,15.73,13.86,8.52
3017,0,22,0,0,5,0,0,0,0,1,47.1,13.5,-1,11.0,15.16,13.57,17.96,13.07,10.11
7434,9,15,7,2,1,1,0,5,0,0,59.67,10.02,11.6,10.17,11.15,9.71,13.08,11.73,7.17
15287,31,65,25,6,0,1,0,3,0,0,48.82,11.41,14.7,10.75,11.38,11.07,13.91,13.34,7.91
29101,55,170,14,41,11,1,0,4,8,4,36.77,15.75,19.52,11.18,16.9,13.15,21.88,17.27,10.11
18333,46,65,8,38,1,1,0,5,0,0,58.64,10.15,13.13,9.76,10.8,10.09,13.75,12.96,7.72
51903,56,321,14,42,5,1,10,9,7,35,45.72,12.58,17.54,11.41,13.31,11.32,16.58,14.36,8.28
998,2,11,0,2,6,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
16839,0,257,0,0,2,0,1,7,3,4,56.24,12.07,14.31,4.42,9.57,15.12,17.66,15.63,10.48
17119,2,91,0,2,2,1,0,4,0,10,43.76,11.05,15.9,11.67,10.2,11.28,11.47,10.58,7.57
14505,55,87,1,54,8,1,0,5,0,0,39.91,14.4,15.86,10.42,14.47,12.31,19.5,16.02,9.44
9404,11,59,11,0,5,1,0,3,0,0,53.86,11.74,14.41,9.22,12.12,11.27,16.47,14.77,8.6
485,0,3,0,0,3,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
20661,29,109,25,4,3,1,0,6,5,0,24.51,20.25,22.1,12.79,23.85,14.49,30.91,24.37,12.1
4298,6,45,0,6,5,0,0,4,3,0,57.53,8.71,12.97,9.66,7.88,14.39,10.38,10.29,8.23
78544,187,233,6,181,6,1,1,13,2,27,56.54,9.59,12.46,9.86,9.3,10.97,11.64,11.79,7.49
1739,1,13,0,1,2,1,0,3,0,0,52.32,11.21,-1,9.62,11.01,13.79,15.12,13.35,9.51
821,1,8,1,0,3,0,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1176,0,7,0,0,2,1,0,2,0,0,64.24,8.89,-1,8.74,9.08,12.08,12.0,10.82,8.69
23886,55,97,21,34,7,1,1,0,0,4,51.78,11.16,14.12,11.65,12.41,11.39,14.11,12.69,8.22
17758,37,106,21,16,2,1,1,0,0,1,58.97,10.42,14.41,9.55,11.22,13.54,15.13,13.95,9.32
802,0,15,0,0,1,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
15617,40,115,13,27,6,1,2,2,0,2,56.57,10.74,13.82,9.22,10.93,10.94,14.69,13.81,7.93
41752,119,209,65,54,15,1,0,8,9,1,57.09,11.37,12.28,8.45,11.66,11.42,15.45,13.15,8.68
17309,11,76,1,10,15,1,0,6,3,0,54.59,10.22,14.31,9.97,10.04,11.15,12.62,11.7,7.6
